Aug 13, 2026  11:13:30 AM
Residual Gas Analyzer Software 
RGA Software Version, 3.214.004

Pressure vs Time Scan Setup:

Active channels in Scan, 10 
Units, Torr
Sample Period, 1.00, sec
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1159, Volts
CEM Gain, 1.01E+003 
Sensitivity Factor, 1.11E-004 
Filament Current, 1.00, mAmps
Start time, Aug 13, 2026  11:13:30 AM 
Channel,  Mass(amu),     Name,                 Cal Factor,  Noise Floor, CEM Status

1         2.00           Hydrogen              1.00         3            OFF
2         4.00           Helium                1.00         3            OFF
3         26.00          Dummy-26              1.00         3            ON
4         28.00          Nitrogen              1.00         3            ON
5         32.00          Oxygen                1.00         3            ON
6         34.00          Dummy-34              1.00         3            OFF
7         40.00          Argon                 1.00         3            OFF
8         42.00          Dummy-42              1.00         3            ON
9         44.00          Carbon dioxide        1.00         3            ON
10        84.00          Krypton               1.00         3            ON


Time(s)      Channel#1   Channel#2   Channel#3   Channel#4   Channel#5   Channel#6   Channel#7   Channel#8   Channel#9   Channel#10  

0.000,   5.7335E-008,   2.9634E-006,   2.0742E-011,   3.1201E-011,   2.4439E-011,   3.1183E-009,   2.6965E-009,   5.9836E-013,   9.5685E-012,   5.2970E-013,  
5.641,   5.5835E-008,   2.9362E-006,   3.2444E-011,   2.6233E-011,   2.1408E-011,   3.1147E-009,   2.6865E-009,   6.1352E-013,   9.6675E-012,   5.4129E-013,  
11.703,   5.8582E-008,   2.9248E-006,   3.1793E-011,   2.6176E-011,   2.1937E-011,   3.1328E-009,   2.8537E-009,   4.2358E-013,   9.5408E-012,   6.7684E-013,  
17.703,   6.0309E-008,   2.9177E-006,   3.0852E-011,   2.6840E-011,   2.1815E-011,   3.2674E-009,   2.7245E-009,   2.5772E-013,   9.1583E-012,   5.8945E-013,  
23.719,   6.0122E-008,   2.9084E-006,   6.3350E-012,   2.5442E-011,   2.1307E-011,   2.8618E-009,   2.8817E-009,   4.0931E-013,   9.6719E-012,   7.8920E-013,  
29.766,   5.9367E-008,   2.9147E-006,   3.0643E-011,   2.5500E-011,   2.1107E-011,   3.2502E-009,   2.7977E-009,  -1.8994E-013,   9.7575E-012,   1.1593E-012,  
35.828,   5.7334E-008,   2.9090E-006,   8.0775E-012,   2.5183E-011,   2.1115E-011,   3.3776E-009,   2.6513E-009,   4.4766E-013,   9.9359E-012,   6.5544E-013,  
41.860,   5.4208E-008,   2.8922E-006,   2.9927E-011,   2.5381E-011,   2.0810E-011,   3.3053E-009,   2.9729E-009,   5.0473E-013,   9.3946E-012,   4.1199E-013,  
47.907,   6.1617E-008,   2.9174E-006,   3.0750E-011,   2.5195E-011,   2.1301E-011,   3.3957E-009,   2.8817E-009,   6.5454E-013,   9.3866E-012,   8.0168E-013,  
53.953,   5.7910E-008,   2.8839E-006,   2.9720E-011,   2.5815E-011,   2.0501E-011,   3.2773E-009,   3.0858E-009,   6.3047E-013,   9.5997E-012,   7.9901E-013,  
60.000,   5.8285E-008,   2.9000E-006,   3.0621E-011,   2.5500E-011,   2.1431E-011,   3.5095E-009,   3.1174E-009,   1.8459E-013,   1.0246E-011,   5.6269E-013,  
66.047,   5.5687E-008,   2.9107E-006,   2.8667E-011,   2.3830E-011,   2.0894E-011,   3.4345E-009,   2.8121E-009,   4.5479E-013,   9.5649E-012,   8.9799E-013,  
72.063,   5.8661E-008,   2.8915E-006,   2.8400E-011,   2.4777E-011,   2.0824E-011,   3.3921E-009,   2.9485E-009,   4.4677E-013,   9.5275E-012,   4.5568E-013,  
78.141,   5.6857E-008,   2.8843E-006,   3.1599E-011,   2.6217E-011,   2.0605E-011,   3.3523E-009,   2.8681E-009,   4.2536E-013,   9.6844E-012,   8.0347E-013,  
84.141,   5.6127E-008,   2.8876E-006,   3.1484E-011,   2.4832E-011,   2.0549E-011,   3.0976E-009,   2.8817E-009,   7.2321E-013,   9.6960E-012,   7.6423E-013,  
90.188,   5.3000E-008,   2.8871E-006,   2.9144E-011,   2.4832E-011,   1.9935E-011,   3.2891E-009,   2.8708E-009,   2.4345E-013,   9.7540E-012,   7.0894E-013,  
96.235,   5.9787E-008,   2.8968E-006,   2.9146E-011,   2.4487E-011,   2.0345E-011,   3.3532E-009,   2.6721E-009,   7.2053E-013,   9.6282E-012,   9.2385E-013,  
102.250,   5.9100E-008,   2.8716E-006,   3.0681E-011,   2.4464E-011,   2.0393E-011,   3.4246E-009,   2.7733E-009,   3.6205E-013,   9.3821E-012,   8.4895E-013,  
108.328,   5.8145E-008,   2.8834E-006,   2.8754E-011,   2.4614E-011,   2.6131E-011,   3.2484E-009,   2.6883E-009,   6.8665E-013,   9.0566E-012,   9.2742E-013,  
114.344,   5.6967E-008,   2.8918E-006,   3.0639E-011,   2.5041E-011,   3.3109E-011,   3.3089E-009,   2.7696E-009,   4.8957E-013,   9.5390E-012,   5.6180E-013,  
120.407,   5.4475E-008,   2.8985E-006,   3.1920E-011,   2.4090E-011,   2.6862E-011,   3.1716E-009,   2.8266E-009,   5.5556E-013,   9.9020E-012,   5.9747E-013,  
126.469,   5.3979E-008,   2.8986E-006,   8.6821E-012,   2.3393E-011,   2.2026E-011,   3.2701E-009,   2.2755E-009,   3.6918E-013,   9.6211E-012,   9.0067E-013,  
132.532,   5.4346E-008,   2.8833E-006,   2.9661E-011,   2.4581E-011,   2.0870E-011,   3.1807E-009,   2.4815E-009,   6.2512E-013,   8.6428E-012,   5.7340E-013,  
138.532,   5.7652E-008,   2.8773E-006,   2.8492E-011,   2.4464E-011,   2.0039E-011,   3.2719E-009,   2.9874E-009,   5.4932E-013,   9.1137E-012,   7.5710E-013,  
144.547,   5.9379E-008,   2.8832E-006,   8.4832E-012,   2.4983E-011,   1.9804E-011,   3.3595E-009,   3.0009E-009,   6.4830E-013,   9.9100E-012,   7.8117E-013,  
150.594,   5.8024E-008,   2.8885E-006,   2.8192E-011,   2.4970E-011,   1.9949E-011,   3.5528E-009,   2.8121E-009,   6.5454E-013,   9.3509E-012,   8.9353E-013,  
156.610,   5.9653E-008,   2.8999E-006,   3.0117E-011,   2.4604E-011,   1.5839E-011,   3.5059E-009,   2.8428E-009,   6.3582E-013,   9.8084E-012,   4.0218E-013,  
162.641,   5.9333E-008,   2.9017E-006,   3.1883E-011,   2.3268E-011,   2.0167E-011,   3.0181E-009,   2.8573E-009,   2.7377E-013,   9.0156E-012,   4.6371E-013,  
168.641,   5.6524E-008,   2.8816E-006,   2.8945E-011,   2.3844E-011,   2.0251E-011,   3.6495E-009,   3.0714E-009,   2.2472E-013,   8.8034E-012,   1.1414E-013,  
174.657,   5.3824E-008,   2.8871E-006,   2.9243E-011,   2.3673E-011,   2.0089E-011,   3.4743E-009,   2.7986E-009,   3.3084E-013,   8.9665E-012,   4.3785E-013,  
180.719,   5.6215E-008,   2.8916E-006,   2.9294E-011,   2.4534E-011,   2.0786E-011,   3.2285E-009,   2.5266E-009,   4.4855E-013,   8.9460E-012,   6.2601E-013,  
186.766,   5.3481E-008,   2.8663E-006,   2.8890E-011,   2.3594E-011,   1.9769E-011,   3.2990E-009,   2.6965E-009,   3.8167E-013,   9.1164E-012,   6.3047E-013,  
192.844,   5.4571E-008,   2.8705E-006,   2.9650E-011,   2.3248E-011,   2.0482E-011,   3.3930E-009,   2.6865E-009,   8.4538E-013,   9.4338E-012,   5.3148E-013,  
198.907,   5.0990E-008,   2.8944E-006,   3.4511E-012,   2.4421E-011,   2.0846E-011,   3.3189E-009,   2.5781E-009,   5.1811E-013,   8.6794E-012,   2.9874E-013,  
204.922,   5.3149E-008,   2.8514E-006,   2.8361E-011,   2.4574E-011,   2.0194E-011,   3.1048E-009,   2.4950E-009,   5.6091E-013,   8.7802E-012,   5.9836E-013,  
210.953,   5.5773E-008,   2.8848E-006,   3.0364E-011,   2.3145E-011,   1.9862E-011,   3.3089E-009,   2.5420E-009,   4.2001E-013,   9.1859E-012,   7.4907E-013,  
216.969,   5.4037E-008,   2.8754E-006,   3.1184E-011,   2.4237E-011,   2.0069E-011,   3.4002E-009,   2.3695E-009,   1.3555E-013,   8.8372E-012,   5.0384E-013,  
223.000,   5.2650E-008,   2.8898E-006,   3.1041E-011,   2.3721E-011,   2.0628E-011,   3.4571E-009,   2.6450E-009,   6.0371E-013,   9.3143E-012,   7.5442E-013,  
229.016,   5.6576E-008,   2.8882E-006,   2.9612E-011,   2.4349E-011,   1.9899E-011,   3.1834E-009,   2.5059E-009,   4.1110E-013,   9.3455E-012,   6.3136E-013,  
235.063,   5.5755E-008,   2.8849E-006,   9.1137E-012,   2.3922E-011,   2.0371E-011,   3.3668E-009,   2.7245E-009,   5.1008E-013,   9.0477E-012,   8.5697E-013,  
241.078,   5.3799E-008,   2.8919E-006,   2.8982E-011,   2.3500E-011,   2.0183E-011,   3.0334E-009,   2.6179E-009,   2.7288E-013,   8.9211E-012,   6.1620E-013,  
247.141,   5.0666E-008,   2.9049E-006,   2.8580E-011,   2.3580E-011,   2.0289E-011,   3.2719E-009,   2.5610E-009,   5.6448E-013,   9.3723E-012,   3.5402E-013,  
253.188,   5.6243E-008,   2.8998E-006,   2.7447E-011,   2.3861E-011,   2.0449E-011,   3.2213E-009,   2.5989E-009,   4.1199E-013,   8.8283E-012,   4.4944E-013,  
259.235,   5.4710E-008,   2.9015E-006,   2.9266E-011,   2.3884E-011,   2.0250E-011,   3.3749E-009,   2.4164E-009,   4.3963E-013,   9.0218E-012,   4.1734E-013,  
265.266,   5.4084E-008,   2.9090E-006,   2.8462E-011,   2.3393E-011,   2.0706E-011,   3.6468E-009,   2.8817E-009,   7.8206E-013,   8.8363E-012,   5.9034E-013,  
271.297,   5.2444E-008,   2.8917E-006,   2.7639E-011,   2.3812E-011,   1.9887E-011,   3.5167E-009,   2.4679E-009,   3.6562E-013,   8.9211E-012,   6.3136E-013,  
277.344,   5.3969E-008,   2.8813E-006,   3.0048E-011,   2.5187E-011,   2.0446E-011,   3.3640E-009,   2.4724E-009,   6.5900E-013,   9.6166E-012,   4.3517E-013,  
283.438,   5.2669E-008,   2.8838E-006,   6.5731E-012,   2.9527E-011,   1.9908E-011,   3.5709E-009,   2.4453E-009,   5.6091E-013,   9.7887E-012,   7.2232E-013,  
289.453,   5.2403E-008,   2.8887E-006,   2.8594E-011,   3.6844E-011,   2.0001E-011,   3.2611E-009,   2.6061E-009,   3.6473E-013,   9.3375E-012,   7.4015E-013,  
295.516,   5.0921E-008,   2.8912E-006,   2.9592E-011,   4.2855E-011,   2.0271E-011,   3.4842E-009,   2.6721E-009,   7.8028E-013,   8.8185E-012,   7.1429E-013,  
301.563,   5.3182E-008,   2.8890E-006,   2.7990E-011,   3.8762E-011,   1.9447E-011,   3.0967E-009,   2.5266E-009,   6.2066E-013,   8.8792E-012,   8.8283E-013,  
307.594,   5.1869E-008,   2.8711E-006,   2.7254E-011,   3.1967E-011,   2.0417E-011,   3.4065E-009,   2.6929E-009,   2.1313E-013,   9.1485E-012,   5.8945E-013,  
313.657,   5.1499E-008,   2.8839E-006,   2.8554E-011,   2.6045E-011,   1.9660E-011,   3.2168E-009,   2.3640E-009,   5.5110E-013,   9.1467E-012,   6.4830E-013,  
319.719,   5.0902E-008,   2.8865E-006,   2.9083E-011,   2.4603E-011,   2.0444E-011,   3.5068E-009,   2.2882E-009,  -7.7582E-013,   9.6282E-012,   8.4538E-013,  
325.766,   5.1261E-008,   2.8767E-006,   2.8124E-011,   2.3440E-011,   1.9584E-011,   3.0208E-009,   2.1590E-009,   3.8524E-013,   8.5635E-012,   8.8462E-013,  
331.797,   5.0780E-008,   2.8785E-006,   2.7830E-011,   2.2905E-011,   2.0554E-011,   2.9955E-009,   2.5059E-009,   6.6168E-013,   9.0691E-012,   7.7582E-013,  
337.813,   5.2116E-008,   2.8807E-006,   2.8676E-011,   2.2296E-011,   1.9784E-011,   3.2394E-009,   2.4336E-009,   3.2281E-013,   9.3696E-012,   8.8194E-013,  
343.860,   5.1605E-008,   2.8923E-006,   2.8857E-011,   2.2777E-011,   2.0475E-011,   3.2891E-009,   2.4589E-009,   5.4397E-013,   8.8560E-012,   5.2167E-013,  
349.922,   5.0995E-008,   2.9144E-006,   2.8735E-011,   1.7941E-011,   2.0095E-011,   3.2430E-009,   2.2412E-009,   5.2435E-013,   8.7418E-012,   3.6562E-013,  
355.938,   5.1622E-008,   2.8978E-006,   2.7948E-011,   2.1318E-011,   2.0533E-011,   3.2186E-009,   2.3812E-009,   5.6804E-013,   9.1895E-012,   7.9990E-013,  
361.969,   5.2181E-008,   2.8981E-006,   1.4411E-012,   2.2354E-011,   2.0212E-011,   3.5429E-009,   2.4815E-009,   1.0344E-012,   8.9086E-012,   5.3505E-013,  
368.032,   5.3474E-008,   2.8863E-006,   2.8033E-011,   2.2782E-011,   1.9470E-011,   3.2240E-009,   2.2791E-009,   2.6663E-013,   8.9282E-012,   7.6066E-013,  
374.094,   5.3010E-008,   2.9065E-006,   2.7544E-011,   2.2322E-011,   2.0035E-011,   3.6540E-009,   2.2710E-009,   6.6435E-013,   9.1725E-012,   4.7263E-014,  
380.141,   5.0451E-008,   2.8894E-006,   2.7762E-011,   2.2544E-011,   2.0079E-011,   3.5167E-009,   2.2611E-009,   7.5799E-014,   9.3741E-012,   3.6562E-013,  
386.172,   5.0779E-008,   2.8862E-006,   2.6032E-011,   2.1847E-011,   2.0282E-011,   3.5501E-009,   2.6495E-009,   4.5479E-013,   9.3384E-012,   9.2385E-013,  
392.219,   5.0465E-008,   2.9062E-006,   2.8603E-011,   2.2121E-011,   1.9224E-011,   3.5700E-009,   2.3930E-009,   3.7543E-013,   8.6963E-012,   9.0602E-013,  
398.266,   4.9394E-008,   2.9098E-006,   2.7746E-011,   2.3194E-011,   2.0277E-011,   3.5212E-009,   2.4210E-009,  -1.7389E-013,   9.2608E-012,   4.3874E-013,  
404.297,   5.3042E-008,   2.8976E-006,   2.7663E-011,   2.2895E-011,   1.9956E-011,   3.2529E-009,   2.0325E-009,   9.0602E-013,   9.5159E-012,   3.6116E-013,  
410.344,   5.3516E-008,   2.8976E-006,   2.6859E-011,   2.1932E-011,   1.9514E-011,   3.5203E-009,   2.4237E-009,   4.2804E-013,   8.9407E-012,   5.7161E-013,  
416.375,   5.0098E-008,   2.8973E-006,   7.5861E-012,   2.3287E-011,   1.9680E-011,   3.5167E-009,   2.1725E-009,   3.0498E-013,   9.2662E-012,   4.3339E-013,  
422.438,   4.8876E-008,   2.8806E-006,   2.6864E-011,   2.2243E-011,   1.9710E-011,   3.3135E-009,   2.2855E-009,   2.7020E-013,   8.9202E-012,   9.4080E-013,  
428.453,   4.9520E-008,   2.8888E-006,   2.6711E-011,   2.2173E-011,   1.9470E-011,   3.3875E-009,   2.6098E-009,   3.8613E-013,   8.7828E-012,   8.4895E-013,  
434.532,   5.1472E-008,   2.9107E-006,   2.6003E-011,   2.3095E-011,   1.8738E-011,   3.0072E-009,   2.6269E-009,   2.6039E-013,   8.4993E-012,   5.1008E-013,  
440.594,   5.1281E-008,   2.8787E-006,   7.0832E-012,   2.2543E-011,   1.9156E-011,   3.3668E-009,   2.3677E-009,   4.5836E-013,   9.2501E-012,   4.4498E-013,  
446.594,   4.8665E-008,   2.8959E-006,   7.8260E-012,   2.1657E-011,   1.9147E-011,   3.3198E-009,   2.4643E-009,   6.3671E-013,   8.8239E-012,   7.2053E-013,  
452.657,   4.8979E-008,   2.8888E-006,   2.6032E-011,   2.3051E-011,   2.0071E-011,   3.4201E-009,   2.3731E-009,   5.3505E-013,   8.6428E-012,   3.3351E-013,  
458.719,   4.6743E-008,   2.8919E-006,   8.1221E-012,   2.2215E-011,   1.9824E-011,   3.3595E-009,   2.2547E-009,   1.7835E-013,   9.1654E-012,   1.6141E-013,  
464.750,   5.0983E-008,   2.8925E-006,   2.6934E-011,   2.2086E-011,   1.8929E-011,   3.5592E-009,   2.5510E-009,   1.5427E-013,   8.4779E-012,   1.0077E-013,  
470.797,   4.8677E-008,   2.8851E-006,   8.4101E-012,   2.2775E-011,   1.9583E-011,   3.2755E-009,   2.3369E-009,   4.2269E-013,   8.8711E-012,   4.7709E-013,  
476.875,   5.1328E-008,   2.8920E-006,   2.5946E-011,   2.1770E-011,   1.9692E-011,   3.7895E-009,   2.4914E-009,   3.5492E-013,   8.9166E-012,   6.9646E-013,  
482.969,   5.0734E-008,   2.8969E-006,   2.6712E-011,   2.2226E-011,   2.0022E-011,   3.5411E-009,   2.1039E-009,   3.1211E-014,   9.0334E-012,   6.9111E-013,  
489.016,   4.9417E-008,   2.8944E-006,   2.7794E-011,   2.2065E-011,   1.9474E-011,   3.2611E-009,   2.4625E-009,   4.7709E-013,   8.4966E-012,   4.5033E-013,  
495.063,   4.9026E-008,   2.8813E-006,   2.6820E-011,   2.1436E-011,   1.9262E-011,   3.5393E-009,   2.5953E-009,   5.5199E-013,   8.7070E-012,   2.7555E-013,  
501.141,   4.9396E-008,   2.8912E-006,   2.8440E-011,   2.1919E-011,   1.9843E-011,   3.2692E-009,   2.8753E-009,   4.6103E-013,   9.5248E-012,   4.9492E-013,  
507.188,   4.8429E-008,   2.8754E-006,   2.6099E-011,   2.1594E-011,   1.9130E-011,   3.1924E-009,   2.3541E-009,   4.4944E-013,   8.8488E-012,   7.4996E-013,  
513.250,   4.7848E-008,   2.8671E-006,   2.6523E-011,   2.1449E-011,   1.9872E-011,   3.5601E-009,   2.6721E-009,   5.2792E-013,   9.3232E-012,   3.5224E-013,  
519.313,   5.2225E-008,   2.8975E-006,   2.6631E-011,   2.2754E-011,   2.0098E-011,   3.3785E-009,   2.5438E-009,   4.1734E-013,   8.5920E-012,   5.1632E-013,  
525.344,   5.0972E-008,   2.8904E-006,   2.6825E-011,   2.1298E-011,   1.9412E-011,   3.3921E-009,   2.4228E-009,   3.9772E-013,   8.6963E-012,   6.4652E-013,  
531.391,   5.0404E-008,   2.8954E-006,   2.5777E-011,   2.2716E-011,   1.9866E-011,   3.1752E-009,   2.4851E-009,   1.7211E-013,   8.9960E-012,   7.6780E-013,  
537.453,   4.9590E-008,   2.9101E-006,   2.5603E-011,   2.2090E-011,   1.9562E-011,   3.3704E-009,   2.1996E-009,   9.8092E-014,   8.7793E-012,   3.1479E-013,  
543.516,   5.0034E-008,   2.9011E-006,   2.3583E-011,   2.1823E-011,   1.9792E-011,   3.5384E-009,   2.4327E-009,   3.4600E-013,   8.7169E-012,   3.9772E-013,  
549.563,   4.8819E-008,   2.8843E-006,   2.4406E-011,   2.2123E-011,   2.0055E-011,   3.5384E-009,   2.4020E-009,   3.1211E-013,   8.2745E-012,   7.1607E-013,  
555.594,   4.8708E-008,   2.8664E-006,   2.6398E-011,   2.1469E-011,   1.6750E-011,   3.1780E-009,   2.3505E-009,   7.3926E-013,   8.1898E-012,   6.8486E-013,  
561.625,   4.8033E-008,   2.8787E-006,   7.7163E-012,   2.1612E-011,   2.0139E-011,   3.4616E-009,   2.2448E-009,   4.3250E-013,   8.6107E-012,   5.9747E-013,  
567.641,   4.7123E-008,   2.8910E-006,   6.8504E-012,   2.1015E-011,   1.9376E-011,   3.2990E-009,   2.4959E-009,   3.0409E-013,   8.9220E-012,   5.5110E-013,  
573.672,   4.8598E-008,   2.8742E-006,   2.6274E-011,   2.0685E-011,   1.9758E-011,   3.2674E-009,   2.2891E-009,   4.7976E-013,   8.4493E-012,   3.3530E-013,  
579.719,   4.8569E-008,   2.8808E-006,   2.5028E-011,   2.2230E-011,   1.9001E-011,   3.3884E-009,   2.3162E-009,   4.2358E-013,   8.6464E-012,   3.9505E-013,  
585.782,   5.0409E-008,   2.8697E-006,   2.5505E-011,   2.1735E-011,   1.9392E-011,   3.7145E-009,   2.0090E-009,   5.6983E-013,   7.9936E-012,   5.6002E-013,  
591.828,   5.0782E-008,   2.8865E-006,   2.6548E-011,   2.1644E-011,   1.9531E-011,   3.1798E-009,   2.3993E-009,   6.6079E-013,   8.6125E-012,   6.1263E-013,  
597.844,   5.1616E-008,   2.8973E-006,   2.3904E-011,   2.1620E-011,   1.9347E-011,   3.5285E-009,   2.5095E-009,   2.7466E-013,   8.9327E-012,   4.7976E-013,  
603.907,   4.8329E-008,   2.8870E-006,   2.4784E-011,   2.1664E-011,   1.9597E-011,   3.5854E-009,   2.3640E-009,   3.9505E-013,   8.8756E-012,   6.5098E-013,  
609.938,   4.9481E-008,   3.0047E-006,   2.5516E-011,   2.1647E-011,   2.0315E-011,   3.1933E-009,   2.4264E-009,   1.1860E-013,   8.6803E-012,   9.6576E-013,  
616.000,   5.5240E-008,   3.2176E-006,   2.5846E-011,   2.2386E-011,   2.0415E-011,   3.4246E-009,   2.5474E-009,   4.3607E-013,   8.6937E-012,   7.5531E-013,  
622.063,   5.1402E-008,   2.8835E-006,   2.5495E-011,   2.1626E-011,   1.9928E-011,   3.2547E-009,   2.2340E-009,   4.5033E-013,   8.3994E-012,   5.5734E-013,  
628.094,   4.1516E-008,   2.5919E-006,   2.4078E-011,   2.1595E-011,   1.9403E-011,   3.4273E-009,   2.2918E-009,   1.9975E-013,   8.0052E-012,   4.6460E-013,  
634.157,   3.8889E-008,   2.3819E-006,   2.5195E-011,   2.1052E-011,   1.8254E-011,   3.1996E-009,   2.1518E-009,   3.0855E-013,   8.2968E-012,   6.5098E-013,  
640.188,   3.8381E-008,   2.3009E-006,   2.3844E-011,   2.0570E-011,   1.8324E-011,   3.2385E-009,   2.1039E-009,   6.7416E-013,   8.8533E-012,   6.4830E-013,  
646.219,   3.1680E-008,   2.2443E-006,   2.5551E-011,   2.0832E-011,   1.8865E-011,   3.3523E-009,   1.9783E-009,   6.0996E-013,   9.6764E-012,   7.3123E-013,  
652.250,   3.6154E-008,   2.2131E-006,   2.4991E-011,   2.1142E-011,   1.8481E-011,   3.4020E-009,   2.2719E-009,   7.5620E-013,   8.2692E-012,   3.5402E-013,  
658.282,   3.1608E-008,   2.2042E-006,   6.4135E-012,   2.1050E-011,   1.8769E-011,   3.2918E-009,   1.9648E-009,   6.9200E-013,   7.4889E-012,   7.9455E-013,  
664.328,   3.2669E-008,   2.1708E-006,   2.4257E-011,   1.9014E-011,   1.8419E-011,   2.7534E-009,   2.0632E-009,   5.4308E-013,   7.8572E-012,   6.1798E-013,  
670.391,   3.6916E-008,   2.1395E-006,   5.8838E-012,   1.9866E-011,   1.8312E-011,   3.2276E-009,   2.2069E-009,   4.9403E-013,   7.3774E-012,   5.2970E-013,  
676.438,   3.1455E-008,   2.0500E-006,   2.4003E-011,   2.0668E-011,   1.7695E-011,   3.3478E-009,   1.9883E-009,   5.3237E-013,   6.4777E-012,   8.4895E-013,  
682.532,   2.5223E-008,   1.8387E-006,   2.3059E-011,   1.9381E-011,   1.7642E-011,   3.3234E-009,   2.9450E-007,   2.9249E-013,   7.6325E-012,   6.0371E-013,  
688.610,   2.8509E-008,   1.4593E-006,   7.1937E-012,   6.2544E-011,   6.6091E-011,   3.4851E-009,   2.3763E-006,   1.5338E-012,   2.0587E-011,   8.2407E-012,  
694.672,   3.1751E-008,   1.4761E-006,   2.6928E-011,   1.1773E-010,   1.0348E-010,   3.2737E-009,   2.9496E-006,   3.3958E-012,   3.0385E-011,   7.8189E-012,  
700.719,   3.4363E-008,   1.5436E-006,   2.8496E-011,   1.3511E-010,   1.0939E-010,   3.5321E-009,   3.1128E-006,   7.8991E-012,   3.3268E-011,   9.3723E-012,  
706.750,   3.3084E-008,   1.6157E-006,   2.8663E-011,   1.3879E-010,   1.1021E-010,   3.6829E-009,   3.0983E-006,   8.1363E-012,   3.4840E-011,   1.0104E-011,  
