Jul 16, 2026  01:59:57 PM
Residual Gas Analyzer Software 
RGA Software Version, 3.214.004

Pressure vs Time Scan Setup:

Active channels in Scan, 8 
Units, Torr
Sample Period, 1.00, sec
Focus Voltage, 90, Volts 
Ion Energy, HIGH 
Electron Energy, 70, eV 
CEM Voltage, 1159, Volts
CEM Gain, 1.01E+003 
Sensitivity Factor, 1.11E-004 
Filament Current, 1.00, mAmps
Start time, Jul 16, 2026  01:59:57 PM 
Channel,  Mass(amu),     Name,                 Cal Factor,  Noise Floor, CEM Status

1         2.00           Hydrogen              1.00         3            OFF
2         4.00           Helium                1.00         3            OFF
3         26.00          Dummy-26              1.00         3            ON
4         28.00          Nitrogen              1.00         3            ON
5         32.00          Oxygen                1.00         3            ON
6         40.00          Argon                 1.00         3            ON
7         44.00          Carbon dioxide        1.00         3            ON
8         84.00          Krypton               1.00         3            ON


Time(s)      Channel#1   Channel#2   Channel#3   Channel#4   Channel#5   Channel#6   Channel#7   Channel#8   

0.000,   3.5933E-008,   2.6195E-006,   4.6228E-012,   2.7439E-011,   1.8982E-011,   1.1521E-012,   8.2344E-012,   3.3351E-013,  
5.578,   3.5531E-008,   2.6344E-006,   2.2098E-011,   2.9183E-011,   1.9437E-011,   6.9432E-012,   8.5465E-012,   4.4766E-013,  
10.593,   3.6728E-008,   2.6167E-006,   2.2934E-011,   2.8483E-011,   1.9647E-011,   6.2093E-012,   8.8943E-012,   3.6383E-013,  
15.593,   3.5734E-008,   2.6252E-006,   2.1427E-011,   2.8954E-011,   1.9318E-011,   7.3427E-012,   9.7673E-012,   7.0270E-013,  
20.593,   3.4986E-008,   2.6346E-006,   2.2245E-011,   2.9626E-011,   1.9211E-011,   7.7547E-012,   9.4784E-012,   2.7020E-013,  
25.609,   3.5380E-008,   2.6214E-006,   2.3067E-011,   3.0550E-011,   1.9120E-011,   6.0407E-012,   8.9772E-012,   4.2893E-013,  
31.609,   3.4383E-008,   2.6150E-006,   2.2020E-011,   3.1163E-011,   1.8312E-011,   5.9542E-012,   8.8970E-012,   2.3453E-013,  
37.578,   3.2889E-008,   2.6341E-006,   5.4700E-012,   3.0407E-011,   1.9371E-011,   7.0805E-012,   9.3678E-012,   2.6752E-013,  
42.593,   3.4224E-008,   2.6398E-006,   6.2958E-012,   3.0894E-011,   1.9054E-011,   6.7291E-012,   8.9121E-012,   1.6230E-013,  
47.593,   3.5476E-008,   2.6296E-006,   2.1703E-011,   3.0579E-011,   1.8524E-011,   8.3129E-012,   9.4436E-012,   8.0257E-014,  
52.593,   3.3709E-008,   2.6394E-006,   2.3557E-011,   3.0378E-011,   1.8894E-011,   7.8296E-012,   9.1520E-012,   3.0587E-013,  
57.609,   3.6858E-008,   2.6526E-006,   5.2069E-012,   3.0240E-011,   1.8999E-011,   6.7693E-012,   9.5114E-012,   1.2752E-013,  
63.593,   3.5552E-008,   2.6324E-006,   5.1534E-012,   3.0527E-011,   1.9295E-011,   8.3940E-012,   9.0736E-012,   3.3797E-013,  
68.578,   3.5995E-008,   2.6279E-006,   2.3016E-011,   3.0829E-011,   1.8706E-011,   6.4625E-012,   9.2885E-012,   2.5326E-013,  
73.593,   3.2901E-008,   2.6219E-006,   2.2817E-011,   2.6652E-011,   1.8464E-011,   6.5428E-012,   9.4802E-012,   7.3480E-013,  
78.578,   3.5623E-008,   2.6412E-006,   2.3327E-011,   3.0903E-011,   1.4803E-011,   7.1777E-012,   9.1645E-012,   3.0319E-013,  
83.609,   3.4848E-008,   2.6251E-006,   5.1677E-012,   3.0888E-011,   1.8468E-011,   7.5825E-012,   9.2688E-012,   5.7875E-013,  
89.578,   3.3635E-008,   2.6485E-006,   2.4022E-011,   3.0907E-011,   1.8895E-011,   7.6048E-012,   9.4811E-012,   6.3314E-013,  
94.593,   3.6297E-008,   2.6249E-006,   5.6778E-012,   3.1918E-011,   1.8397E-011,   5.9738E-012,   9.0227E-012,   6.2690E-013,  
99.578,   3.4285E-008,   2.6320E-006,   7.2722E-012,   3.0500E-011,   1.8613E-011,   7.4301E-012,   8.9986E-012,   3.8345E-013,  
104.593,   3.5222E-008,   2.6251E-006,   2.3190E-011,   3.1166E-011,   1.9789E-011,   5.9489E-012,   9.5266E-012,   4.8154E-013,  
109.593,   3.5205E-008,   2.6430E-006,   2.1214E-011,   3.1931E-011,   2.1281E-011,   7.2401E-012,   9.0307E-012,   6.8576E-013,  
114.578,   3.6321E-008,   2.6265E-006,   2.3241E-011,   3.0589E-011,   2.2254E-011,   7.0359E-012,   8.9318E-012,   8.3289E-013,  
119.593,   3.5771E-008,   2.6176E-006,   3.8167E-013,   3.0680E-011,   2.0656E-011,   6.2280E-012,   8.8818E-012,   5.3416E-013,  
124.593,   3.7332E-008,   2.6374E-006,   7.7876E-012,   3.0896E-011,   1.9370E-011,   7.6904E-012,   8.8292E-012,   2.7733E-013,  
129.593,   3.6894E-008,   2.6155E-006,   6.8834E-012,   3.1650E-011,   1.9487E-011,   6.0327E-012,   9.7629E-012,   4.1377E-013,  
134.593,   3.3578E-008,   2.6454E-006,   5.0830E-012,   3.0919E-011,   1.8349E-011,   7.2517E-012,   1.0087E-011,   2.0243E-013,  
139.593,   3.6494E-008,   2.6101E-006,   2.2146E-011,   3.1659E-011,   1.9536E-011,   6.1816E-012,   9.5168E-012,   5.0116E-013,  
144.578,   3.3366E-008,   2.6237E-006,   2.1667E-011,   3.1463E-011,   1.8539E-011,   6.3983E-012,   9.1315E-012,   4.3785E-013,  
149.593,   3.5509E-008,   2.6207E-006,   6.8326E-012,   3.0534E-011,   1.9857E-011,   1.4321E-012,   9.6398E-012,   5.2970E-013,  
155.578,   3.6643E-008,   2.6190E-006,   2.1434E-011,   3.0737E-011,   1.8828E-011,   8.4796E-012,   9.5373E-012,   2.5326E-013,  
160.609,   3.5443E-008,   2.6208E-006,   2.1481E-011,   2.6357E-011,   1.9099E-011,   7.3685E-012,   9.4454E-012,  -1.8727E-014,  
166.593,   3.5279E-008,   2.6166E-006,   5.3371E-012,   3.1179E-011,   1.9514E-011,   8.1158E-012,   9.7388E-012,   5.8320E-013,  
171.593,   3.6282E-008,   2.6102E-006,   2.2596E-011,   3.0371E-011,   1.8513E-011,   6.9423E-012,   9.0218E-012,   2.9517E-013,  
176.593,   3.6743E-008,   2.6091E-006,   2.2493E-011,   3.1243E-011,   1.8697E-011,   7.1545E-012,   9.6033E-012,   6.8576E-013,  
181.578,   3.6965E-008,   2.6373E-006,   2.2429E-011,   3.0701E-011,   1.9462E-011,   7.0894E-012,   9.0753E-012,   3.6383E-013,  
186.593,   3.7407E-008,   2.6332E-006,   7.9508E-012,   2.9913E-011,   1.8324E-011,   5.5877E-012,   8.7276E-012,   3.7721E-013,  
192.593,   3.6140E-008,   2.6360E-006,   4.7218E-012,   3.1069E-011,   1.8397E-011,   7.2624E-012,   8.6821E-012,   5.3594E-013,  
198.593,   3.5396E-008,   2.6218E-006,   2.2139E-011,   3.1082E-011,   1.8555E-011,   5.6715E-012,   9.2448E-012,   1.5249E-013,  
203.578,   3.3155E-008,   2.6306E-006,   6.5383E-012,   3.1142E-011,   1.8249E-011,   7.8759E-012,   9.4294E-012,   4.4944E-013,  
208.593,   3.7284E-008,   2.6254E-006,   2.0743E-011,   3.1077E-011,   1.8476E-011,   6.8576E-012,   1.0083E-011,   7.7136E-013,  
214.593,   3.6528E-008,   2.6202E-006,   6.3011E-012,   3.0590E-011,   1.8064E-011,   9.3545E-013,   8.7177E-012,   4.1734E-013,  
219.593,   3.7167E-008,   2.6212E-006,   2.0957E-011,   3.1035E-011,   1.9054E-011,   7.5264E-012,   9.6987E-012,  -9.6220E-013,  
225.593,   3.6739E-008,   2.6294E-006,  -2.9695E-013,   3.0858E-011,   1.8864E-011,   7.6976E-012,   9.0174E-012,   2.4880E-013,  
230.593,   3.7660E-008,   2.6171E-006,   2.2748E-011,   3.1135E-011,   1.8107E-011,   8.1256E-012,   9.6701E-012,   2.4077E-013,  
235.593,   3.7250E-008,   2.6283E-006,   5.1088E-012,   3.1445E-011,   1.9234E-011,   1.2975E-012,   8.8899E-012,   4.3874E-013,  
240.593,   3.7231E-008,   2.6069E-006,   2.1702E-011,   3.0171E-011,   1.8797E-011,   7.6815E-012,   9.1137E-012,  -1.8727E-014,  
245.593,   3.4391E-008,   2.6049E-006,   2.2098E-011,   3.1131E-011,   1.8639E-011,   1.0674E-012,   9.0004E-012,   7.2232E-014,  
250.578,   3.4345E-008,   2.5974E-006,   1.7567E-013,   3.0583E-011,   1.9174E-011,   6.8558E-012,   8.8060E-012,   2.3185E-013,  
255.593,   3.3943E-008,   2.6058E-006,   7.8420E-012,   3.1119E-011,   1.9110E-011,   7.0520E-012,   8.8702E-012,   4.7976E-013,  
260.593,   3.5799E-008,   2.6001E-006,   6.2717E-012,   3.1164E-011,   1.9377E-011,   5.9908E-012,   9.3955E-012,   3.3173E-013,  
265.578,   3.4134E-008,   2.6046E-006,   2.1012E-011,   3.1002E-011,   1.9585E-011,   7.9972E-012,   9.0432E-012,   3.1390E-013,  
270.593,   3.3858E-008,   2.6166E-006,   5.3059E-012,   3.1494E-011,   1.7806E-011,   5.5378E-012,   8.9104E-012,   1.3109E-013,  
275.593,   3.6446E-008,   2.6108E-006,   2.2850E-011,   3.1202E-011,   1.8352E-011,   7.5531E-012,   9.2929E-012,   3.7275E-013,  
280.593,   3.4963E-008,   2.6082E-006,   2.1818E-011,   3.2575E-011,   1.3730E-011,   6.6854E-012,   8.5537E-012,   3.7543E-013,  
286.593,   3.5445E-008,   2.6065E-006,   7.8608E-012,   3.5699E-011,   1.9280E-011,   6.3814E-012,   9.4579E-012,  -3.8345E-014,  
292.578,   3.5820E-008,   2.5929E-006,   5.1097E-013,   3.4557E-011,   1.8836E-011,   6.7595E-012,   9.1734E-012,   4.0040E-013,  
297.593,   3.4074E-008,   2.6045E-006,   6.3965E-012,   3.4359E-011,   1.8081E-011,   6.3653E-012,   9.0548E-012,   5.0919E-013,  
302.593,   3.5696E-008,   2.5858E-006,   5.6162E-012,   3.2464E-011,   1.8881E-011,   7.0974E-012,   9.0432E-012,   3.3708E-013,  
307.593,   3.4351E-008,   2.5889E-006,   6.1664E-012,   3.2379E-011,   1.8788E-011,   7.4033E-012,   9.4641E-012,   7.0894E-013,  
312.593,   3.3505E-008,   2.5974E-006,   2.0949E-011,   3.1009E-011,   1.9101E-011,   5.8766E-012,   8.8533E-012,   3.2192E-013,  
317.593,   3.3700E-008,   2.5980E-006,   2.1728E-011,   3.0702E-011,   1.8971E-011,   8.0614E-013,   9.1021E-012,   2.9963E-013,  
322.578,   3.6077E-008,   2.5996E-006,   2.0235E-011,   3.0888E-011,   1.8032E-011,   7.5219E-012,   9.0477E-012,   3.0409E-013,  
327.593,   3.3639E-008,   2.5943E-006,   5.7429E-012,   3.0233E-011,   1.9317E-011,   6.4732E-012,   9.6692E-012,   3.1211E-014,  
332.609,   3.4584E-008,   2.5849E-006,   3.0569E-012,   3.0415E-011,   1.8542E-011,   7.6815E-012,   9.3001E-012,   5.9569E-013,  
